activity_id,customer_id,date_id,channel_id,session_duration_sec,pages_viewed,actions_taken,bounce
1838,442,23,4,188,9,8,0
1839,165,458,6,16,1,0,1
1840,485,485,5,23,1,0,1
1841,175,24,3,26,1,0,1
1842,329,703,2,849,2,5,0
1843,15,414,5,973,11,13,0
1844,31,493,1,1313,18,3,0
1845,308,187,2,1482,13,3,0
1846,292,113,2,394,16,14,0
1847,307,661,5,21,1,0,1
1848,492,689,1,1443,7,7,0
1849,479,513,4,28,11,0,0
1850,34,46,6,1653,13,11,0
1851,16,438,3,6,1,0,1
1852,495,466,5,429,18,9,0
1853,375,276,5,411,1,7,0
1854,431,360,4,11,1,0,1
1855,444,337,6,593,1,9,0
1856,318,133,4,388,17,1,0
1857,97,121,4,1144,17,7,0
1858,403,400,3,513,3,13,0
1859,266,334,6,1288,17,8,0
1860,137,43,5,1160,19,10,0
1861,301,221,1,419,6,1,0
1862,455,381,4,20,11,4,0
1863,320,56,1,1532,12,5,0
1864,467,665,1,9,1,0,1
1865,307,675,5,833,13,6,0
1866,492,615,2,12,1,0,1
1867,494,410,3,552,1,7,0
1868,306,659,5,8,1,0,1
1869,141,62,2,1408,15,6,0
1870,14,121,2,1784,20,11,0
1871,286,335,1,5,1,0,1
1872,103,81,6,22,1,0,1
1873,20,710,4,21,1,0,1
1874,466,57,3,21,1,0,1
1875,401,710,1,1170,8,1,0
1876,178,305,5,599,15,6,0
1877,184,455,4,1238,15,6,0
1878,270,154,3,1711,11,10,0
1879,425,108,3,7,1,0,1
1880,249,149,6,394,17,4,0
1881,141,135,5,737,4,10,0
1882,186,374,6,19,1,0,1
1883,397,541,5,1364,3,10,0
1884,303,43,2,119,17,3,0
1885,373,636,3,1740,10,8,0
1886,233,397,1,1392,11,0,0
1887,391,302,5,1145,10,3,0
1888,433,334,6,72,17,4,0
1889,148,417,6,604,2,7,0
1890,14,455,4,1229,12,11,0
1891,308,715,2,764,11,2,0
1892,260,729,2,1369,5,14,0
1893,169,308,4,1582,15,15,0
1894,140,382,5,1799,6,11,0
1895,363,121,2,11,1,0,1
1896,76,296,6,1211,8,15,0
1897,316,40,1,1020,2,9,0
1898,458,373,5,592,18,9,0
1899,378,427,4,553,4,13,0
1900,102,695,5,708,14,15,0
1901,169,373,5,12,1,0,1
1902,16,173,4,892,15,8,0
1903,406,22,4,626,4,4,0
1904,79,503,2,1401,16,12,0
1905,413,65,3,1683,12,3,0
1906,104,283,1,1026,2,1,0
1907,492,374,3,1148,8,9,0
1908,319,345,3,901,6,3,0
1909,286,680,2,426,12,15,0
1910,441,425,4,1052,2,11,0
1911,155,595,1,71,17,13,0
1912,27,301,2,172,16,2,0
1913,169,697,4,1155,11,5,0
1914,368,593,4,23,1,0,1
1915,201,570,4,6,1,0,1
1916,316,699,2,1792,3,13,0
1917,295,531,5,22,1,0,1
1918,348,26,1,78,12,11,0
1919,283,202,5,170,3,3,0
1920,105,178,1,341,13,9,0
1921,313,726,2,26,1,0,1
1922,122,725,2,1178,14,7,0
1923,22,190,1,1373,8,14,0
1924,484,671,1,1156,18,6,0
1925,146,461,5,213,14,14,0
1926,128,280,2,1523,1,7,0
1927,359,95,2,14,1,0,1
1928,393,415,4,14,1,0,1
1929,77,423,3,572,1,8,0
1930,287,199,6,1576,6,15,0
1931,223,417,2,915,20,10,0
1932,350,710,5,981,15,9,0
1933,291,173,3,17,1,0,1
1934,340,91,3,536,13,6,0
1935,292,632,6,695,8,2,0
1936,170,448,4,646,5,6,0
1937,6,157,6,785,19,0,0
1938,481,579,4,559,19,12,0
1939,342,532,1,259,18,5,0
1940,296,150,2,1371,5,8,0
1941,252,141,2,117,8,14,0
1942,249,724,5,29,1,0,1
1943,199,692,6,7,1,0,1
1944,212,504,3,27,1,0,1
1945,267,335,4,1036,8,1,0
1946,404,338,3,1206,13,10,0
1947,231,679,4,1344,12,14,0
1948,288,694,1,120,12,10,0
1949,377,135,4,25,1,0,1
1950,334,435,3,1318,9,8,0
1951,213,230,2,19,1,0,1
1952,211,110,3,18,1,0,1
1953,452,258,3,373,2,1,0
1954,45,702,5,18,1,0,1
1955,234,103,3,291,2,7,0
1956,324,589,1,1180,17,11,0
1957,337,23,3,847,12,3,0
1958,163,561,3,6,1,0,1
1959,321,270,2,390,6,15,0
1960,211,728,2,391,16,1,0
1961,66,213,2,1132,4,0,0
1962,472,518,5,168,16,1,0
1963,78,130,5,7,1,0,1
1964,179,471,6,1604,10,13,0
1965,307,22,3,1745,5,15,0
1966,93,360,5,24,1,0,1
1967,491,116,3,451,11,6,0
1968,483,7,6,20,1,0,1
1969,460,376,1,462,2,13,0
1970,305,157,2,8,1,0,1
1971,301,467,3,704,7,14,0
1972,229,245,2,6,1,0,1
1973,43,625,2,19,1,0,1
1974,410,90,2,18,1,0,1
1975,180,408,1,369,8,6,0
1976,464,424,3,705,17,0,0
1977,75,257,4,677,11,10,0
1978,234,143,1,26,1,0,1
1979,323,485,6,6,1,0,1
1980,371,322,1,5,1,0,1
1981,492,365,6,26,1,0,1
1982,282,500,1,882,19,0,0
1983,490,78,1,374,3,2,0
1984,233,705,5,424,6,7,0
1985,408,193,5,1655,8,7,0
1986,443,380,3,21,1,0,1
1987,299,718,3,7,1,0,1
1988,215,339,4,1684,2,14,0
1989,97,149,1,1456,17,7,0
1990,139,181,4,26,1,0,1
1991,384,542,3,25,1,0,1
1992,170,114,5,60,5,1,0
1993,439,669,1,671,10,1,0
1994,51,52,5,463,7,9,0
1995,187,254,2,863,7,7,0
1996,247,726,3,27,1,0,1
1997,239,718,1,15,19,9,0
1998,395,270,2,19,1,0,1
1999,17,656,6,310,4,14,0
2000,495,277,4,6,1,0,1
2001,95,350,6,27,1,0,1
2002,87,566,6,1719,8,6,0
2003,322,579,6,973,3,14,0
2004,434,553,3,789,17,3,0
2005,310,456,3,85,12,3,0
2006,379,243,6,1595,19,7,0
2007,360,71,1,26,1,0,1
2008,186,604,1,1596,13,6,0
2009,334,76,4,23,1,0,1
2010,456,385,3,25,1,0,1
2011,266,617,6,1682,9,9,0
2012,180,722,6,30,1,0,1
2013,476,364,2,1525,11,6,0
2014,189,479,1,1369,16,12,0
2015,4,591,3,812,6,0,0
2016,451,664,3,881,5,5,0
2017,298,678,2,851,1,4,0
2018,426,647,6,794,3,3,0
2019,263,21,6,250,1,7,0
2020,2,602,6,149,19,8,0
2021,2,570,1,1348,15,1,0
2022,101,140,4,27,1,0,1
2023,87,541,1,715,17,14,0
2024,252,508,1,183,9,14,0
2025,198,519,2,8,1,0,1
2026,172,438,6,25,1,0,1
2027,308,411,3,898,1,15,0
2028,326,326,5,751,13,3,0
2029,419,172,2,85,12,3,0
2030,189,411,2,1762,19,14,0
2031,375,544,6,1258,6,11,0
2032,254,366,1,18,1,0,1
2033,137,538,4,1318,16,6,0
2034,62,565,2,1506,4,15,0
2035,135,522,4,587,16,14,0
2036,192,629,5,1375,11,9,0
2037,121,382,4,24,1,0,1
2038,241,128,2,728,5,1,0
2039,314,205,1,1437,13,8,0
2040,296,127,2,791,16,3,0
2041,292,431,5,1188,7,6,0
2042,348,39,2,1294,3,7,0
2043,245,571,2,91,11,12,0
2044,264,489,3,485,8,10,0
2045,92,434,6,361,2,4,0
2046,142,563,4,529,16,3,0
2047,286,162,4,23,1,0,1
2048,302,202,3,1537,12,3,0
2049,293,170,2,291,19,7,0
2050,331,472,5,18,1,0,1
2051,478,9,2,1172,9,14,0
2052,389,660,6,123,11,10,0
2053,355,677,4,1494,16,2,0
2054,105,76,2,1380,10,6,0
2055,164,212,3,517,17,2,0
2056,170,507,3,6,1,0,1
2057,73,471,2,112,20,8,0
2058,376,193,4,1221,12,14,0
2059,214,191,5,535,7,6,0
2060,209,549,4,1703,15,0,0
2061,275,323,3,43,13,8,0
2062,473,594,6,13,1,0,1
2063,55,62,6,7,1,0,1
2064,75,499,6,23,1,0,1
2065,319,198,3,580,19,4,0
2066,491,2,1,21,1,0,1
2067,259,559,6,1269,14,3,0
2068,80,643,5,12,1,0,1
2069,498,329,2,1092,10,2,0
2070,167,512,1,11,1,0,1
2071,190,406,1,25,1,0,1
2072,429,422,3,26,1,0,1
2073,96,310,3,15,1,0,1
2074,84,4,2,8,1,0,1
2075,175,727,3,1634,13,5,0
2076,128,584,3,5,1,0,1
2077,441,86,4,514,10,7,0
2078,197,64,5,15,1,0,1
2079,133,484,6,111,2,13,0
2080,406,256,5,21,1,0,1
2081,40,53,4,1193,12,3,0
2082,173,137,1,541,3,5,0
2083,88,170,3,25,1,0,1
2084,174,409,1,17,1,0,1
2085,464,622,3,903,9,2,0
2086,489,344,3,259,7,6,0
2087,223,402,3,1506,1,4,0
2088,482,612,1,683,14,10,0
2089,225,663,5,212,12,15,0
2090,290,61,6,684,6,9,0
2091,88,88,5,1776,4,3,0
2092,82,585,5,1254,9,3,0
2093,146,8,1,11,1,0,1
2094,493,371,6,1450,13,6,0
2095,146,173,4,668,5,0,0
2096,425,167,6,72,4,14,0
2097,22,156,1,1278,17,9,0
2098,224,634,5,1061,17,12,0
2099,320,305,5,161,18,4,0
2100,482,615,1,516,13,14,0
2101,168,622,1,862,10,8,0
2102,296,127,3,401,5,3,0
2103,14,98,1,400,2,10,0
2104,112,105,3,834,18,5,0
2105,121,297,2,1122,9,0,0
2106,76,258,4,366,13,15,0
2107,323,249,2,30,5,10,0
2108,428,260,2,12,1,0,1
2109,226,41,4,980,13,0,0
2110,69,634,6,415,19,15,0
2111,466,437,6,819,16,9,0
2112,277,718,4,20,1,0,1
2113,39,41,4,1341,11,5,0
2114,432,705,1,51,8,6,0
2115,452,380,1,48,20,15,0
2116,75,291,4,1657,5,11,0
2117,222,355,3,7,1,0,1
2118,416,683,5,1223,7,5,0
2119,433,445,6,1553,8,10,0
2120,113,569,6,221,18,5,0
2121,262,591,2,790,7,5,0
2122,236,563,6,883,17,0,0
2123,378,41,3,379,8,11,0
2124,234,667,2,171,17,11,0
2125,37,83,6,883,19,5,0
2126,334,196,3,520,10,14,0
2127,178,8,4,1760,1,15,0
2128,4,572,5,1595,10,9,0
2129,313,627,4,415,12,14,0
2130,214,722,4,266,3,7,0
2131,6,334,5,744,3,8,0
2132,379,368,3,1542,6,5,0
2133,299,341,3,216,7,6,0
2134,381,336,5,147,12,9,0
2135,212,214,6,27,1,0,1
2136,472,721,1,63,20,13,0
2137,176,110,6,481,14,7,0
2138,183,620,1,1757,11,0,0
2139,252,244,4,9,1,0,1
2140,134,138,4,27,1,0,1
2141,258,478,1,1462,7,5,0
2142,423,559,1,9,1,0,1
2143,226,65,5,1681,20,7,0
2144,441,315,6,917,11,4,0
2145,62,73,2,913,11,13,0
2146,439,510,2,7,1,0,1
2147,311,211,2,8,1,0,1
2148,274,516,4,341,8,1,0
2149,375,343,5,541,1,0,0
2150,476,546,1,21,1,0,1
2151,125,722,4,619,18,11,0
2152,347,39,1,274,3,4,0
2153,362,259,1,1124,3,14,0
2154,266,269,4,7,1,0,1
2155,282,482,5,922,7,5,0
2156,145,582,5,1185,16,0,0
2157,66,22,3,11,1,0,1
2158,341,508,3,446,7,9,0
2159,54,45,4,749,3,1,0
2160,151,405,1,144,1,9,0
2161,63,241,3,16,1,0,1
2162,382,467,5,631,5,1,0
2163,390,151,6,1404,5,7,0
2164,183,434,6,960,5,2,0
2165,407,79,6,1080,20,15,0
2166,464,465,4,877,16,14,0
2167,443,66,2,1034,16,14,0
2168,66,219,5,1109,3,7,0
2169,330,652,2,95,9,15,0
2170,141,370,1,23,1,0,1
2171,175,514,4,21,1,0,1
2172,44,661,6,1628,15,7,0
2173,276,569,6,5,1,0,1
2174,499,593,6,834,10,1,0
2175,325,110,3,20,1,0,1
2176,262,340,5,404,19,3,0
2177,277,653,3,498,13,4,0
2178,462,286,3,24,1,0,1
2179,121,598,2,19,1,0,1
2180,289,324,3,5,1,0,1
2181,117,529,3,1745,14,14,0
2182,28,480,6,7,1,0,1
2183,101,470,5,1354,9,5,0
2184,459,355,3,26,1,0,1
2185,369,345,2,1389,11,8,0
2186,389,37,4,29,1,0,1
2187,265,726,5,1397,14,14,0
2188,496,516,5,1111,19,5,0
2189,460,139,1,1571,2,1,0
2190,72,696,6,28,9,0,0
2191,317,318,4,1566,3,3,0
2192,152,413,1,1419,15,11,0
2193,276,710,1,582,4,0,0
2194,160,566,4,847,16,2,0
2195,132,280,2,897,5,9,0
2196,485,510,1,1434,9,13,0
2197,59,17,1,1038,15,14,0
2198,119,249,2,678,15,1,0
2199,338,301,2,1619,1,14,0
2200,158,386,6,18,1,0,1
2201,290,629,4,1356,9,1,0
2202,328,59,3,1644,8,3,0
2203,227,640,5,1526,17,4,0
2204,431,588,2,14,1,0,1
2205,145,541,1,225,7,1,0
2206,219,296,2,9,1,0,1
2207,417,271,3,27,1,0,1
2208,191,100,5,1622,4,5,0
2209,305,83,4,126,1,7,0
2210,463,472,3,11,1,0,1
2211,80,363,4,1660,16,9,0
2212,417,706,3,11,1,0,1
2213,162,94,6,1385,5,6,0
2214,421,345,3,8,1,0,1
2215,59,607,1,1320,5,0,0
2216,251,105,2,1519,13,6,0
2217,17,370,2,10,1,0,1
2218,346,317,3,10,1,0,1
2219,218,449,6,510,12,6,0
2220,343,140,3,1597,14,3,0
2221,210,112,6,15,1,0,1
2222,319,585,6,1261,10,8,0
2223,212,719,1,1103,9,10,0
2224,225,325,5,325,13,4,0
2225,320,378,1,1103,4,8,0
2226,298,673,3,74,6,6,0
2227,178,569,3,23,1,0,1
2228,179,524,1,27,1,0,1
2229,343,644,3,25,1,0,1
2230,266,31,3,5,1,0,1
2231,254,324,1,1797,16,2,0
2232,452,646,4,1665,7,11,0
2233,405,302,2,16,1,0,1
2234,361,719,4,20,1,0,1
2235,130,293,3,1168,13,8,0
2236,126,35,3,884,10,1,0
2237,5,396,5,22,1,0,1
2238,474,139,4,619,18,13,0
2239,380,688,4,16,1,0,1
2240,411,213,4,957,19,7,0
2241,418,576,3,1344,10,12,0
2242,52,144,1,5,1,0,1
2243,131,25,4,331,12,8,0
2244,182,203,5,901,2,2,0
2245,31,588,5,1759,8,4,0
2246,381,259,4,73,15,4,0
2247,70,370,6,1636,4,15,0
2248,64,703,4,29,1,0,1
2249,68,381,1,25,1,0,1
2250,384,697,6,1601,19,9,0
2251,325,612,5,21,1,0,1
2252,137,159,4,22,1,0,1
2253,80,703,2,885,3,15,0
2254,136,584,4,1496,9,10,0
2255,157,620,6,1542,12,11,0
2256,376,520,1,364,15,6,0
2257,253,727,3,1404,5,14,0
2258,271,235,2,1750,5,8,0
2259,83,219,5,437,13,4,0
2260,53,473,4,1680,9,0,0
2261,142,42,3,1501,13,10,0
2262,51,83,2,1141,13,7,0
2263,490,126,1,727,1,4,0
2264,412,135,5,1481,20,5,0
2265,397,666,3,26,1,0,1
2266,301,366,2,1634,17,4,0
2267,477,431,4,996,9,5,0
2268,108,326,6,13,1,0,1
2269,386,235,6,19,1,0,1
2270,404,137,6,19,1,0,1
2271,111,623,4,1586,19,5,0
2272,491,353,1,6,1,0,1
2273,195,2,4,19,1,0,1
2274,35,264,2,1296,9,12,0
2275,292,683,4,1628,11,6,0
2276,35,370,3,985,8,3,0
2277,183,186,1,1157,19,6,0
2278,233,228,1,26,1,0,1
2279,186,53,4,1285,7,7,0
2280,436,234,1,276,20,15,0
2281,456,282,1,1529,10,10,0
2282,393,164,6,27,1,0,1
2283,468,383,5,1318,1,4,0
2284,367,19,1,1254,2,15,0
2285,15,575,6,25,1,0,1
2286,447,161,1,1079,19,8,0
2287,126,611,6,1442,11,13,0
2288,68,241,2,164,11,14,0
2289,59,472,3,922,20,0,0
2290,101,15,5,21,1,0,1
2291,407,445,1,1249,10,2,0
2292,7,174,6,582,4,7,0
2293,25,455,5,1290,18,13,0
2294,179,529,6,1610,16,10,0
2295,278,347,1,1213,11,3,0
2296,23,304,5,1707,15,5,0
2297,201,423,5,606,13,4,0
2298,257,440,3,223,18,3,0
2299,354,138,1,14,1,0,1
2300,471,232,6,1143,9,10,0
2301,350,706,3,831,5,3,0
2302,198,268,6,406,10,6,0
2303,463,294,1,881,13,14,0
2304,18,453,5,26,1,0,1
2305,450,712,4,1164,17,11,0
2306,229,278,5,164,3,1,0
2307,416,448,4,1322,5,13,0
2308,47,517,4,24,1,0,1
2309,297,461,5,24,1,0,1
2310,111,466,4,117,3,5,0
2311,109,113,4,28,1,0,1
2312,347,687,5,21,1,0,1
2313,475,265,2,908,18,0,0
2314,2,300,1,20,1,0,1
2315,103,399,3,149,17,14,0
2316,403,594,2,894,19,4,0
2317,427,226,6,1495,6,15,0
2318,494,351,4,251,5,11,0
2319,248,190,1,326,8,0,0
2320,400,350,4,26,1,0,1
2321,295,358,5,245,12,7,0
2322,157,186,3,29,1,0,1
2323,11,8,5,1115,1,10,0
2324,416,551,2,844,20,1,0
2325,106,32,2,560,3,7,0
2326,208,347,6,397,5,10,0
2327,480,549,3,1272,20,14,0
2328,411,452,1,1518,16,1,0
2329,13,511,3,782,4,8,0
2330,127,456,1,114,9,2,0
2331,339,500,3,591,7,12,0
2332,43,677,6,1314,13,7,0
2333,360,470,4,391,3,11,0
2334,363,502,3,1714,1,10,0
2335,192,514,4,18,1,0,1
2336,77,298,5,28,1,0,1
2337,35,281,2,1011,17,11,0
2338,322,66,3,232,20,15,0
2339,107,726,3,26,1,0,1
2340,43,649,2,289,7,7,0
2341,300,537,2,261,11,0,0
2342,358,126,2,9,1,0,1
2343,4,297,6,569,17,8,0
2344,180,430,4,1638,16,2,0
2345,424,683,3,236,15,12,0
2346,152,324,4,1132,19,7,0
2347,457,102,4,1414,10,11,0
2348,206,504,6,931,13,11,0
2349,369,444,4,830,9,15,0
2350,24,576,3,267,1,10,0
2351,72,601,4,646,11,10,0
2352,37,503,3,137,10,15,0
2353,304,572,5,1008,5,14,0
2354,380,283,2,351,1,13,0
2355,359,568,3,27,1,0,1
2356,456,622,2,24,1,0,1
2357,240,696,2,1331,17,13,0
2358,142,36,1,788,16,4,0
2359,441,443,2,1206,2,7,0
2360,444,90,3,12,1,0,1
2361,46,558,6,11,1,0,1
2362,421,245,2,1690,1,2,0
2363,58,521,3,26,1,0,1
2364,182,258,5,22,1,0,1
2365,268,511,3,770,5,9,0
2366,292,403,1,713,3,8,0
2367,312,469,3,16,1,0,1
2368,489,536,2,659,3,14,0
2369,451,560,2,1341,17,14,0
2370,46,673,2,682,12,12,0
2371,468,633,4,516,7,11,0
2372,382,551,4,1370,9,2,0
2373,274,145,3,1407,13,1,0
2374,308,630,6,1204,4,13,0
2375,441,435,5,14,1,0,1
2376,216,721,2,1222,7,12,0
2377,351,550,3,291,14,11,0
2378,249,605,4,401,14,15,0
2379,430,621,1,195,1,4,0
2380,477,507,1,1252,2,10,0
2381,380,693,2,1723,1,6,0
2382,339,466,2,216,5,3,0
2383,411,375,6,164,19,1,0
2384,461,361,6,1641,13,5,0
2385,418,278,4,1420,6,4,0
2386,201,345,4,18,1,0,1
2387,406,242,5,11,1,0,1
2388,181,38,5,328,10,6,0
2389,197,132,3,502,18,2,0
2390,8,241,1,1327,16,10,0
2391,438,610,5,1726,10,2,0
2392,458,164,1,299,10,9,0
2393,486,355,1,20,1,0,1
2394,8,615,2,28,1,0,1
2395,483,189,5,120,19,14,0
2396,136,277,1,14,1,0,1
2397,104,89,1,1279,1,14,0
2398,343,571,2,492,11,7,0
2399,67,501,4,1299,8,15,0
2400,176,264,4,824,3,14,0
2401,183,488,2,15,1,0,1
2402,286,110,3,968,4,5,0
2403,209,439,1,705,8,6,0
2404,296,131,5,555,6,14,0
2405,427,143,1,718,2,3,0
2406,131,228,6,12,1,0,1
2407,224,162,4,1277,18,10,0
2408,457,295,4,979,7,6,0
2409,427,579,1,1712,5,1,0
2410,471,115,6,24,1,0,1
2411,227,355,5,12,1,0,1
2412,404,372,3,956,3,9,0
2413,44,92,4,1389,6,5,0
2414,475,724,4,25,1,0,1
2415,167,613,1,103,1,8,0
2416,98,404,3,451,13,8,0
2417,108,165,6,29,1,0,1
2418,407,429,5,200,9,4,0
2419,390,725,1,25,1,0,1
2420,323,154,2,19,1,0,1
2421,257,245,3,331,15,1,0
2422,260,457,5,664,16,3,0
2423,469,224,2,22,1,0,1
2424,112,41,1,99,19,1,0
2425,341,434,2,1308,5,10,0
2426,441,435,6,984,15,10,0
2427,190,565,4,8,1,0,1
2428,284,674,3,957,1,7,0
2429,412,432,6,11,1,0,1
2430,365,294,4,16,1,0,1
2431,498,687,4,1762,17,9,0
2432,395,67,3,617,14,6,0
2433,239,321,4,427,11,2,0
2434,264,376,1,1623,16,12,0
2435,198,368,6,1683,19,11,0
2436,210,336,4,35,2,7,0
2437,230,323,2,383,19,12,0
2438,265,263,6,296,3,0,0
2439,95,131,3,199,9,10,0
2440,470,602,6,764,7,14,0
2441,118,497,4,856,2,8,0
2442,74,440,3,11,1,0,1
2443,317,484,1,22,1,0,1
2444,405,499,2,10,1,0,1
2445,74,125,1,1279,7,11,0
2446,77,319,6,399,20,4,0
2447,327,379,1,7,1,0,1
2448,345,684,3,1172,13,4,0
2449,14,472,4,1396,19,10,0
2450,28,559,4,22,1,0,1
2451,338,673,3,1549,16,12,0
2452,320,25,1,907,17,4,0
2453,205,442,4,782,20,9,0
2454,114,442,6,1688,1,9,0
2455,210,518,2,26,1,0,1
2456,464,17,5,679,11,5,0
2457,325,438,2,1179,16,5,0
2458,290,150,2,1663,5,10,0
2459,418,163,4,511,10,13,0
2460,420,621,6,349,16,1,0
2461,139,479,2,404,8,8,0
2462,449,441,4,824,4,1,0
2463,480,306,5,1502,13,2,0
2464,194,526,4,355,17,12,0
2465,383,533,6,1078,16,5,0
2466,129,619,3,5,1,0,1
2467,349,666,6,1285,12,2,0
2468,219,637,6,673,14,2,0
2469,154,280,1,22,1,0,1
2470,117,713,6,491,4,7,0
2471,63,405,5,1527,7,8,0
2472,300,70,2,1331,7,15,0
2473,309,254,6,1259,18,0,0
2474,345,162,2,30,1,0,1
2475,198,221,1,21,1,0,1
2476,93,32,1,1294,5,7,0
2477,187,156,2,159,7,7,0
2478,203,653,6,454,3,9,0
2479,304,567,2,172,6,15,0
2480,126,126,5,24,1,0,1
2481,248,192,1,1717,4,5,0
2482,310,19,2,210,15,15,0
2483,205,590,6,1421,1,0,0
2484,354,108,6,1201,3,14,0
2485,176,218,2,612,10,7,0
2486,112,523,4,8,1,0,1
2487,38,321,3,1482,16,9,0
2488,60,117,4,1292,2,14,0
2489,248,145,5,10,1,0,1
2490,433,261,1,105,20,7,0
2491,376,533,1,1773,18,6,0
2492,366,582,6,8,1,0,1
2493,105,172,1,17,1,0,1
2494,7,26,3,1773,20,6,0
2495,358,78,5,12,1,0,1
2496,377,359,2,27,1,0,1
2497,83,370,2,1352,2,5,0
2498,58,102,4,19,1,0,1
2499,372,298,2,1093,7,5,0
2500,253,696,1,217,3,12,0
2501,57,116,4,969,18,13,0
2502,488,613,1,377,11,3,0
2503,260,407,3,1554,6,13,0
2504,400,17,2,360,2,9,0
2505,352,347,2,25,1,0,1
2506,145,690,1,749,7,2,0
2507,144,77,1,1371,11,0,0
2508,408,328,1,1090,9,10,0
2509,150,423,4,19,1,0,1
2510,401,509,5,13,1,0,1
2511,313,504,1,1512,1,7,0
2512,334,461,4,568,10,1,0
2513,262,238,3,681,1,2,0
2514,84,453,2,940,20,14,0
2515,372,141,5,10,1,0,1
2516,61,707,5,493,5,0,0
2517,47,162,1,1702,7,8,0
2518,459,201,4,22,1,0,1
2519,454,633,5,6,1,0,1
2520,92,311,1,831,11,2,0
2521,241,654,6,13,1,0,1
2522,244,80,6,191,15,1,0
2523,140,554,3,1672,15,13,0
2524,285,416,2,1301,3,5,0
2525,403,261,1,927,20,0,0
2526,153,557,6,174,8,3,0
2527,468,128,1,1552,9,10,0
2528,256,712,4,961,15,13,0
2529,300,347,2,558,19,12,0
2530,50,496,1,1173,5,3,0
2531,157,340,1,999,15,1,0
2532,79,682,2,22,1,0,1
2533,361,359,2,14,1,0,1
2534,448,167,4,952,5,10,0
2535,374,153,1,1274,12,5,0
2536,269,578,5,981,8,11,0
2537,256,179,4,361,20,6,0
2538,372,348,6,20,1,0,1
2539,322,17,2,1443,9,0,0
2540,314,249,5,1040,13,13,0
2541,311,542,3,29,1,0,1
2542,274,293,3,287,15,7,0
2543,120,327,6,1564,13,11,0
2544,123,618,1,22,1,0,1
2545,214,678,4,839,6,4,0
2546,171,232,2,1764,10,0,0
2547,323,162,1,1755,4,13,0
2548,126,277,1,248,9,4,0
2549,204,707,2,13,1,0,1
2550,176,182,4,443,13,5,0
2551,271,570,4,382,7,6,0
2552,17,291,3,555,12,11,0
2553,61,669,3,426,9,9,0
2554,44,80,1,966,11,8,0
2555,136,301,5,690,16,9,0
2556,417,83,6,22,1,0,1
2557,154,184,6,1583,10,12,0
2558,57,376,1,10,1,0,1
2559,63,418,3,1550,16,5,0
2560,339,397,3,374,19,14,0
2561,226,210,3,11,1,0,1
2562,319,634,5,1025,12,3,0
2563,438,3,1,961,11,3,0
2564,484,667,1,30,1,0,1
2565,439,285,4,1174,6,7,0
2566,491,477,5,10,1,0,1
2567,379,202,1,5,1,0,1
2568,47,144,3,838,10,7,0
2569,274,656,6,1701,13,5,0
2570,382,49,6,155,9,13,0
2571,216,605,4,8,1,0,1
2572,194,610,6,856,8,14,0
2573,311,105,2,1646,3,15,0
2574,359,644,1,800,11,0,0
2575,435,273,4,181,12,0,0
2576,462,169,3,5,1,0,1
2577,98,84,4,6,1,0,1
2578,131,54,2,20,1,0,1
2579,476,636,5,18,1,0,1
2580,493,524,2,1318,5,3,0
2581,31,568,4,173,9,9,0
2582,19,474,5,17,1,0,1
2583,317,620,6,1551,15,8,0
2584,477,64,6,7,1,0,1
2585,143,277,2,13,1,0,1
2586,329,488,2,1734,16,5,0
2587,433,547,4,7,1,0,1
2588,182,593,3,357,17,10,0
2589,363,615,3,945,11,15,0
2590,110,502,6,1576,20,5,0
2591,15,349,3,1031,16,15,0
2592,308,657,5,1747,7,12,0
2593,9,481,3,1484,4,1,0
2594,112,620,3,1504,18,3,0
2595,396,288,2,1176,2,7,0
2596,414,445,6,62,5,11,0
2597,324,420,5,1305,13,13,0
2598,438,633,4,443,12,9,0
2599,465,403,1,1005,11,2,0
2600,45,59,1,1034,10,4,0
2601,340,141,4,646,10,3,0
2602,449,134,3,717,19,9,0
2603,179,622,6,12,1,0,1
2604,192,247,3,332,9,7,0
2605,233,605,3,87,15,13,0
2606,475,372,3,949,8,15,0
2607,130,574,6,1646,12,4,0
2608,88,175,3,1684,18,9,0
2609,407,607,6,115,3,15,0
2610,396,174,2,1754,16,5,0
2611,289,703,4,681,6,6,0
2612,204,509,3,1399,19,1,0
2613,420,230,6,21,1,0,1
2614,20,449,1,130,18,8,0
2615,176,585,6,178,5,9,0
2616,289,328,4,15,1,0,1
2617,356,557,3,7,1,0,1
2618,104,692,5,1793,16,12,0
2619,171,165,5,592,14,2,0
2620,371,445,6,353,1,8,0
2621,182,145,1,17,1,0,1
2622,105,270,4,166,3,15,0
2623,97,460,2,1077,6,12,0
2624,309,194,6,457,17,1,0
2625,365,628,1,20,1,0,1
2626,453,394,1,12,1,0,1
2627,425,694,2,6,1,0,1
2628,192,299,3,187,17,9,0
2629,335,441,1,26,1,0,1
2630,9,646,5,11,1,0,1
2631,242,567,5,6,1,0,1
2632,351,69,1,1198,8,13,0
2633,500,424,4,947,15,14,0
2634,214,351,4,17,1,0,1
2635,179,306,3,1274,2,6,0
2636,493,517,1,24,1,0,1
2637,441,713,3,423,12,3,0
2638,26,144,4,24,1,0,1
2639,162,381,2,12,1,0,1
2640,276,634,6,1548,5,6,0
2641,97,669,1,431,12,2,0
2642,336,533,3,698,1,14,0
2643,193,257,1,18,1,0,1
