sale_id,customer_id,product_id,date_id,channel_id,quantity,unit_price,discount,total_amount,profit
1236,143,34,45,4,2,450.53,0,901.06,264.62
1237,201,35,460,2,3,108.56,0,325.68,103.92
1238,13,22,84,6,5,882.41,0.2,3529.64,1586.24
1239,470,15,707,2,4,322.83,0,1291.32,303.68
1240,33,13,169,6,3,522.55,0,1567.65,817.62
1241,222,41,100,1,1,1026.59,0.05,975.26,482.44
1242,129,38,642,2,3,440.34,0.2,1056.82,241.75
1243,427,7,485,1,2,513.64,0,1027.28,467.92
1244,398,22,533,5,2,882.41,0,1764.82,987.46
1245,229,40,450,5,1,317.98,0.15,270.28,132.95
1246,194,8,88,3,1,119.79,0,119.79,45.34
1247,471,45,67,4,2,157.72,0,315.44,179.82
1248,222,4,309,1,5,281.0,0.15,1194.25,219.55
1249,27,7,694,3,1,513.64,0.1,462.28,182.6
1250,386,25,412,4,1,684.94,0.1,616.45,341.01
1251,233,15,614,4,5,322.83,0,1614.15,379.6
1252,52,30,439,3,5,554.1,0.1,2493.45,1381.75
1253,265,42,692,3,1,127.83,0.05,121.44,69.3
1254,7,38,198,5,1,440.34,0,440.34,168.65
1255,431,46,70,2,5,273.23,0.2,1092.92,449.97
1256,182,37,130,4,5,279.66,0,1398.3,505.05
1257,125,31,636,2,4,586.53,0,2346.12,790.36
1258,300,3,62,4,2,292.44,0,584.88,160.82
1259,299,33,668,5,3,379.26,0,1137.78,602.1
1260,159,50,150,5,2,375.47,0.05,713.39,293.31
1261,266,22,299,5,3,882.41,0,2647.23,1481.19
1262,122,43,695,5,2,943.2,0,1886.4,1098.56
1263,101,36,56,2,4,137.22,0,548.88,119.12
1264,97,41,207,6,1,1026.59,0,1026.59,533.77
1265,355,31,712,3,4,586.53,0.1,2111.51,555.75
1266,154,38,580,4,3,440.34,0.1,1188.92,373.85
1267,449,22,167,1,1,882.41,0.05,838.29,449.61
1268,115,32,225,6,1,798.1,0.15,678.38,272.08
1269,123,15,478,4,5,322.83,0,1614.15,379.6
1270,205,48,340,2,4,623.86,0,2495.44,1136.48
1271,184,1,372,1,1,224.55,0,224.55,68.39
1272,226,36,118,2,2,137.22,0,274.44,59.56
1273,500,41,600,1,3,1026.59,0,3079.77,1601.31
1274,113,13,203,3,3,522.55,0,1567.65,817.62
1275,284,47,179,2,3,909.03,0.2,2181.67,936.37
1276,432,12,201,3,1,895.29,0,895.29,413.19
1277,336,7,22,1,2,513.64,0.05,975.92,416.56
1278,123,22,216,3,3,882.41,0.05,2514.87,1348.83
1279,410,24,677,5,2,54.65,0.1,98.37,47.17
1280,74,28,729,2,1,891.72,0,891.72,392.06
1281,356,13,197,3,5,522.55,0.05,2482.11,1232.06
1282,126,21,614,1,4,82.31,0.15,279.85,35.69
1283,438,49,631,5,5,450.59,0,2252.95,798.8
1284,28,19,153,6,3,500.98,0,1502.94,808.83
1285,454,18,130,4,5,384.63,0.1,1730.84,375.24
1286,340,14,84,5,4,482.99,0.2,1545.57,702.61
1287,385,5,172,6,5,671.56,0.05,3189.91,1592.06
1288,266,49,522,4,3,450.59,0.05,1284.18,411.69
1289,356,12,330,4,3,895.29,0.1,2417.28,970.98
1290,298,46,507,4,4,273.23,0,1092.92,578.56
1291,113,41,598,2,1,1026.59,0,1026.59,533.77
1292,157,29,241,4,4,401.57,0,1606.28,896.08
1293,192,25,586,3,2,684.94,0.2,1095.9,545.02
1294,44,36,87,3,2,137.22,0.2,219.55,4.67
1295,299,29,532,1,3,401.57,0,1204.71,672.06
1296,219,30,525,4,5,554.1,0,2770.5,1658.8
1297,412,30,443,4,4,554.1,0,2216.4,1327.04
1298,92,21,280,4,4,82.31,0,329.24,85.08
1299,462,15,272,1,1,322.83,0,322.83,75.92
1300,330,19,514,1,5,500.98,0.1,2254.41,1097.56
1301,37,18,234,3,1,384.63,0,384.63,113.51
1302,101,3,560,6,2,292.44,0,584.88,160.82
1303,418,22,257,6,3,882.41,0.15,2250.15,1084.11
1304,438,18,196,6,5,384.63,0,1923.15,567.55
1305,395,48,557,3,3,623.86,0,1871.58,852.36
1306,421,19,355,5,4,500.98,0.05,1903.72,978.24
1307,335,49,672,5,1,450.59,0.05,428.06,137.23
1308,117,49,153,6,4,450.59,0,1802.36,639.04
1309,265,48,215,5,4,623.86,0,2495.44,1136.48
1310,406,36,480,1,4,137.22,0,548.88,119.12
1311,483,21,193,6,4,82.31,0.2,263.39,19.23
1312,437,27,215,5,4,598.18,0.05,2273.08,765.4
1313,448,2,384,2,2,649.16,0.1,1168.49,471.99
1314,338,20,10,3,4,735.47,0.2,2353.5,816.98
1315,352,22,231,4,4,882.41,0.05,3353.16,1798.44
1316,167,49,708,5,5,450.59,0,2252.95,798.8
1317,79,2,582,3,1,649.16,0,649.16,300.91
1318,294,37,645,4,5,279.66,0.1,1258.47,365.22
1319,274,25,210,4,4,684.94,0,2739.76,1638.0
1320,292,13,487,4,1,522.55,0,522.55,272.54
1321,54,41,312,6,1,1026.59,0,1026.59,533.77
1322,353,36,182,5,1,137.22,0.2,109.78,2.34
1323,36,32,28,4,2,798.1,0,1596.2,783.6
1324,338,19,211,5,2,500.98,0,1001.96,539.22
1325,266,5,466,1,1,671.56,0,671.56,351.99
1326,81,11,335,1,4,164.01,0.05,623.24,332.92
1327,381,9,550,1,4,289.81,0.05,1101.28,188.28
1328,106,25,212,3,2,684.94,0.2,1095.9,545.02
1329,310,28,727,5,4,891.72,0,3566.88,1568.24
1330,367,20,602,6,2,735.47,0.1,1323.85,555.59
1331,74,30,283,4,2,554.1,0,1108.2,663.52
1332,127,5,409,5,5,671.56,0.2,2686.24,1088.39
1333,237,22,583,5,4,882.41,0.05,3353.16,1798.44
1334,452,3,94,4,3,292.44,0.15,745.72,109.63
1335,314,23,718,2,3,423.47,0.05,1206.89,647.09
1336,376,27,256,4,2,598.18,0.1,1076.72,322.88
1337,292,30,394,1,2,554.1,0.15,941.97,497.29
1338,454,26,716,2,1,126.95,0,126.95,71.25
1339,342,18,644,1,5,384.63,0,1923.15,567.55
1340,391,45,223,5,4,157.72,0.05,599.34,328.1
1341,54,8,378,5,1,119.79,0.2,95.83,21.38
1342,85,50,334,3,4,375.47,0.05,1426.79,586.63
1343,14,14,519,1,1,482.99,0.05,458.84,248.1
1344,176,41,712,6,4,1026.59,0.05,3901.04,1929.76
1345,6,26,200,3,4,126.95,0,507.8,285.0
1346,344,8,727,6,2,119.79,0,239.58,90.68
1347,43,30,497,5,4,554.1,0,2216.4,1327.04
1348,242,43,249,3,4,943.2,0,3772.8,2197.12
1349,52,11,175,2,1,164.01,0.1,147.61,75.03
1350,201,19,128,2,5,500.98,0.15,2129.16,972.31
1351,140,5,688,2,1,671.56,0.15,570.83,251.26
1352,366,29,367,1,2,401.57,0,803.14,448.04
1353,357,44,546,1,2,1154.92,0.05,2194.35,1201.79
1354,354,41,536,3,1,1026.59,0.05,975.26,482.44
1355,25,29,54,4,5,401.57,0,2007.85,1120.1
1356,466,50,207,2,2,375.47,0,750.94,330.86
1357,15,13,94,1,1,522.55,0.05,496.42,246.41
1358,491,22,197,1,1,882.41,0,882.41,493.73
1359,213,43,172,5,2,943.2,0,1886.4,1098.56
1360,321,7,335,2,3,513.64,0.1,1386.83,547.79
1361,481,40,213,4,5,317.98,0.05,1510.4,823.75
1362,183,8,238,3,2,119.79,0,239.58,90.68
1363,162,12,16,1,4,895.29,0.15,3043.99,1115.59
1364,34,25,218,6,4,684.94,0,2739.76,1638.0
1365,23,18,666,1,5,384.63,0,1923.15,567.55
1366,307,14,421,4,3,482.99,0.2,1159.18,526.96
1367,473,7,730,5,5,513.64,0.2,2054.56,656.16
1368,167,11,258,6,1,164.01,0.1,147.61,75.03
1369,90,45,398,6,2,157.72,0,315.44,179.82
1370,342,49,705,4,3,450.59,0.2,1081.42,208.93
1371,467,5,344,5,1,671.56,0.1,604.4,284.83
1372,380,29,392,2,5,401.57,0.15,1706.67,818.92
1373,11,33,602,5,1,379.26,0,379.26,200.7
1374,378,49,128,4,3,450.59,0,1351.77,479.28
1375,31,49,250,2,5,450.59,0,2252.95,798.8
1376,78,24,511,4,3,54.65,0,163.95,87.15
1377,473,14,658,6,1,482.99,0,482.99,272.25
1378,143,39,455,3,3,557.18,0,1671.54,611.01
1379,213,42,41,6,5,127.83,0.2,511.32,250.62
1380,376,19,25,3,2,500.98,0.2,801.57,338.83
1381,28,22,249,6,2,882.41,0.1,1588.34,810.98
1382,447,16,704,4,2,44.4,0.1,79.92,39.36
1383,323,34,330,1,2,450.53,0.05,856.01,219.57
1384,27,5,504,6,1,671.56,0,671.56,351.99
1385,89,10,210,5,2,221.54,0,443.08,77.64
1386,41,36,210,4,2,137.22,0.1,247.0,32.12
1387,370,47,479,2,3,909.03,0,2727.09,1481.79
1388,128,16,435,3,2,44.4,0.1,79.92,39.36
1389,104,19,591,3,4,500.98,0.15,1703.33,777.85
1390,194,31,82,2,3,586.53,0.05,1671.61,504.79
1391,313,31,452,6,4,586.53,0.1,2111.51,555.75
1392,391,28,160,4,4,891.72,0,3566.88,1568.24
1393,276,28,86,2,3,891.72,0.1,2407.64,908.66
1394,238,36,180,3,3,137.22,0.05,391.08,68.76
1395,311,30,291,4,4,554.1,0.1,1994.76,1105.4
1396,241,5,342,2,2,671.56,0.15,1141.65,502.51
1397,442,10,195,5,1,221.54,0,221.54,38.82
1398,474,47,384,4,4,909.03,0.05,3454.31,1793.91
1399,158,26,383,6,4,126.95,0.05,482.41,259.61
1400,472,38,73,1,4,440.34,0,1761.36,674.6
1401,391,25,580,4,2,684.94,0,1369.88,819.0
1402,251,17,357,6,5,232.94,0.15,990.0,242.1
1403,198,45,378,4,1,157.72,0.15,134.06,66.25
1404,18,48,253,3,2,623.86,0.05,1185.33,505.85
1405,341,41,724,6,1,1026.59,0.15,872.6,379.78
1406,484,10,268,6,5,221.54,0.05,1052.32,138.72
1407,297,10,261,6,2,221.54,0.1,398.77,33.33
1408,48,11,13,6,1,164.01,0.2,131.21,58.63
1409,301,46,394,1,4,273.23,0.15,928.98,414.62
1410,425,34,194,4,4,450.53,0,1802.12,529.24
1411,496,17,709,5,3,232.94,0.1,628.94,180.2
1412,376,43,392,4,5,943.2,0,4716.0,2746.4
1413,294,49,92,3,1,450.59,0.15,383.0,92.17
1414,204,10,276,6,2,221.54,0.15,376.62,11.18
1415,252,20,7,1,2,735.47,0.2,1176.75,408.49
1416,214,7,72,6,4,513.64,0.1,1849.1,730.38
1417,192,19,442,2,2,500.98,0,1001.96,539.22
1418,94,46,138,5,2,273.23,0.05,519.14,261.96
1419,109,8,462,2,5,119.79,0.2,479.16,106.91
1420,389,13,61,2,2,522.55,0.2,836.08,336.06
1421,468,17,419,5,4,232.94,0.15,792.0,193.68
1422,151,7,652,1,2,513.64,0,1027.28,467.92
1423,176,25,128,1,3,684.94,0,2054.82,1228.5
1424,345,38,241,1,4,440.34,0.05,1673.29,586.53
1425,490,1,63,1,3,224.55,0.2,538.92,70.44
1426,109,43,597,5,1,943.2,0,943.2,549.28
1427,493,1,385,3,5,224.55,0.1,1010.48,229.68
1428,220,32,485,3,3,798.1,0.1,2154.87,935.97
1429,419,24,699,2,3,54.65,0,163.95,87.15
1430,313,24,682,1,4,54.65,0.05,207.67,105.27
1431,234,23,339,6,1,423.47,0,423.47,236.87
1432,63,26,143,5,1,126.95,0.1,114.26,58.56
1433,232,18,717,5,2,384.63,0,769.26,227.02
1434,212,44,675,6,4,1154.92,0.1,4157.71,2172.59
1435,325,13,4,3,3,522.55,0,1567.65,817.62
1436,311,3,334,4,4,292.44,0,1169.76,321.64
1437,220,26,628,4,1,126.95,0,126.95,71.25
1438,198,43,717,3,1,943.2,0.15,801.72,407.8
1439,267,39,200,5,2,557.18,0.2,891.49,184.47
1440,255,46,517,1,1,273.23,0,273.23,144.64
1441,240,20,690,2,5,735.47,0.2,2941.88,1021.23
1442,277,29,119,2,4,401.57,0.15,1365.34,655.14
1443,484,16,217,6,2,44.4,0.2,71.04,30.48
1444,367,45,92,1,1,157.72,0.05,149.83,82.02
1445,144,11,335,2,4,164.01,0.2,524.83,234.51
1446,64,47,264,6,4,909.03,0.15,3090.7,1430.3
1447,408,9,548,6,4,289.81,0,1159.24,246.24
1448,474,22,230,5,5,882.41,0.2,3529.64,1586.24
1449,467,5,660,6,3,671.56,0.05,1913.95,955.24
1450,224,48,391,2,5,623.86,0.2,2495.44,796.74
1451,45,15,266,1,1,322.83,0,322.83,75.92
1452,382,6,349,1,5,810.96,0,4054.8,2432.8
1453,161,37,377,4,2,279.66,0.2,447.46,90.16
1454,303,37,2,5,3,279.66,0,838.98,303.03
1455,395,13,398,3,4,522.55,0,2090.2,1090.16
1456,309,44,130,5,5,1154.92,0.15,4908.41,2427.01
1457,276,15,110,4,4,322.83,0,1291.32,303.68
1458,113,21,149,4,3,82.31,0.2,197.54,14.42
1459,146,44,467,2,2,1154.92,0.1,2078.86,1086.3
1460,164,48,682,3,1,623.86,0.1,561.47,221.73
1461,435,33,706,6,1,379.26,0,379.26,200.7
1462,150,37,490,6,2,279.66,0.05,531.35,174.05
1463,424,25,61,6,3,684.94,0,2054.82,1228.5
1464,398,14,231,2,1,482.99,0.2,386.39,175.65
1465,338,32,402,2,3,798.1,0.2,1915.44,696.54
1466,217,2,562,6,4,649.16,0,2596.64,1203.64
1467,37,31,357,5,4,586.53,0.05,2228.81,673.05
1468,473,47,290,2,3,909.03,0.15,2318.03,1072.73
1469,68,45,562,3,4,157.72,0,630.88,359.64
1470,479,49,595,6,1,450.59,0.2,360.47,69.64
1471,71,20,469,4,2,735.47,0.1,1323.85,555.59
1472,108,45,495,2,3,157.72,0,473.16,269.73
1473,372,48,201,5,1,623.86,0,623.86,284.12
1474,487,7,695,4,2,513.64,0.05,975.92,416.56
1475,183,44,173,4,1,1154.92,0,1154.92,658.64
1476,333,12,54,3,1,895.29,0.1,805.76,323.66
1477,370,38,445,4,2,440.34,0.15,748.58,205.2
1478,204,16,35,4,1,44.4,0,44.4,24.12
1479,335,20,705,6,5,735.47,0,3677.35,1756.7
1480,238,25,709,6,1,684.94,0.2,547.95,272.51
1481,6,25,282,1,4,684.94,0,2739.76,1638.0
1482,329,8,85,6,1,119.79,0.05,113.8,39.35
1483,294,33,231,5,1,379.26,0.1,341.33,162.77
1484,304,31,281,2,1,586.53,0.2,469.22,80.28
1485,293,25,496,2,4,684.94,0,2739.76,1638.0
1486,466,7,334,5,1,513.64,0.15,436.59,156.91
1487,285,12,416,5,1,895.29,0.05,850.53,368.43
1488,429,34,501,5,1,450.53,0.1,405.48,87.26
1489,386,35,731,2,1,108.56,0.2,86.85,12.93
1490,307,43,121,6,2,943.2,0.2,1509.12,721.28
1491,410,12,6,3,5,895.29,0.05,4252.63,1842.13
1492,106,8,41,6,2,119.79,0.1,215.62,66.72
1493,436,11,90,1,5,164.01,0,820.05,457.15
1494,187,6,128,5,5,810.96,0,4054.8,2432.8
1495,154,11,434,1,1,164.01,0,164.01,91.43
1496,72,34,301,5,5,450.53,0.05,2140.02,548.92
1497,467,32,712,3,3,798.1,0.1,2154.87,935.97
1498,353,39,552,1,5,557.18,0,2785.9,1018.35
1499,97,43,46,2,2,943.2,0,1886.4,1098.56
1500,283,20,221,2,2,735.47,0.1,1323.85,555.59
1501,374,38,368,5,3,440.34,0,1321.02,505.95
1502,134,28,77,4,5,891.72,0,4458.6,1960.3
1503,43,42,168,3,4,127.83,0.05,485.75,277.19
1504,105,44,436,1,2,1154.92,0.1,2078.86,1086.3
1505,191,41,276,5,2,1026.59,0.15,1745.2,759.56
1506,84,43,664,4,5,943.2,0.1,4244.4,2274.8
1507,14,10,324,5,4,221.54,0.05,841.85,110.97
1508,273,16,80,1,3,44.4,0,133.2,72.36
1509,169,44,562,6,4,1154.92,0,4619.68,2634.56
1510,140,6,372,2,3,810.96,0.2,1946.3,973.1
1511,194,15,281,2,1,322.83,0,322.83,75.92
1512,270,25,108,6,1,684.94,0,684.94,409.5
1513,271,20,603,3,4,735.47,0,2941.88,1405.36
1514,139,45,586,5,3,157.72,0.1,425.84,222.41
1515,485,7,50,4,2,513.64,0,1027.28,467.92
1516,305,12,354,4,5,895.29,0.1,4028.8,1618.3
1517,5,31,607,6,2,586.53,0,1173.06,395.18
1518,65,33,731,2,2,379.26,0.15,644.74,287.62
1519,471,25,582,6,3,684.94,0,2054.82,1228.5
1520,312,41,380,4,2,1026.59,0.15,1745.2,759.56
1521,182,46,469,4,2,273.23,0.05,519.14,261.96
1522,267,33,294,6,3,379.26,0.05,1080.89,545.21
1523,209,15,313,3,1,322.83,0,322.83,75.92
1524,374,6,650,2,1,810.96,0,810.96,486.56
1525,44,6,170,6,5,810.96,0,4054.8,2432.8
1526,448,19,568,1,4,500.98,0.2,1603.14,677.66
1527,70,28,694,4,5,891.72,0.15,3789.81,1291.51
1528,64,32,528,4,5,798.1,0.15,3391.92,1360.42
1529,382,1,632,1,2,224.55,0.2,359.28,46.96
1530,177,46,436,2,5,273.23,0.15,1161.23,518.28
1531,312,48,678,1,5,623.86,0.15,2651.41,952.71
1532,477,39,460,5,2,557.18,0.15,947.21,240.19
1533,430,15,180,2,1,322.83,0,322.83,75.92
1534,254,33,362,4,1,379.26,0.05,360.3,181.74
1535,468,11,383,6,1,164.01,0,164.01,91.43
1536,154,16,553,4,1,44.4,0,44.4,24.12
1537,378,19,272,6,2,500.98,0,1001.96,539.22
1538,476,37,404,6,2,279.66,0,559.32,202.02
1539,435,33,37,4,4,379.26,0.1,1365.34,651.1
1540,236,4,365,3,1,281.0,0.1,252.9,57.96
1541,180,20,363,6,1,735.47,0,735.47,351.34
1542,52,12,412,4,3,895.29,0,2685.87,1239.57
1543,264,32,203,2,1,798.1,0.1,718.29,311.99
1544,80,27,127,6,4,598.18,0,2392.72,885.04
1545,192,17,232,3,4,232.94,0.05,885.17,286.85
1546,416,24,439,3,2,54.65,0.1,98.37,47.17
1547,72,7,450,3,4,513.64,0,2054.56,935.84
1548,453,48,445,6,1,623.86,0,623.86,284.12
1549,21,13,114,2,2,522.55,0,1045.1,545.08
1550,83,26,432,6,3,126.95,0,380.85,213.75
1551,216,13,491,4,3,522.55,0,1567.65,817.62
1552,385,36,508,4,2,137.22,0,274.44,59.56
1553,491,33,399,1,2,379.26,0,758.52,401.4
1554,257,2,130,1,2,649.16,0,1298.32,601.82
1555,348,50,701,3,2,375.47,0,750.94,330.86
1556,246,28,612,3,1,891.72,0.05,847.13,347.47
1557,220,19,498,2,1,500.98,0.2,400.78,169.41
1558,128,40,157,3,5,317.98,0,1589.9,903.25
1559,127,50,118,6,3,375.47,0.15,957.45,327.33
1560,401,28,204,1,4,891.72,0.15,3031.85,1033.21
1561,97,45,515,5,5,157.72,0,788.6,449.55
1562,62,41,650,2,2,1026.59,0,2053.18,1067.54
1563,476,26,40,2,3,126.95,0,380.85,213.75
1564,47,28,19,1,5,891.72,0,4458.6,1960.3
1565,359,25,418,6,5,684.94,0,3424.7,2047.5
1566,246,15,228,1,3,322.83,0.05,920.07,179.34
1567,57,33,438,3,1,379.26,0,379.26,200.7
1568,215,24,288,2,3,54.65,0.15,139.36,62.56
1569,1,21,49,1,2,82.31,0,164.62,42.54
1570,242,43,330,3,2,943.2,0,1886.4,1098.56
1571,130,39,104,4,4,557.18,0,2228.72,814.68
1572,50,24,343,6,3,54.65,0,163.95,87.15
1573,442,1,700,2,5,224.55,0.2,898.2,117.4
1574,399,22,370,5,3,882.41,0.15,2250.15,1084.11
1575,333,34,620,3,3,450.53,0,1351.59,396.93
1576,455,14,599,1,4,482.99,0,1931.96,1089.0
1577,22,9,645,5,5,289.81,0,1449.05,307.8
1578,229,42,196,1,2,127.83,0.15,217.31,113.03
1579,155,5,560,6,5,671.56,0,3357.8,1759.95
1580,79,31,207,1,5,586.53,0.15,2492.75,548.05
1581,365,9,197,3,4,289.81,0.1,1043.32,130.32
1582,230,49,574,6,3,450.59,0,1351.77,479.28
1583,248,46,121,4,4,273.23,0,1092.92,578.56
1584,307,34,516,3,1,450.53,0,450.53,132.31
1585,490,45,133,5,3,157.72,0,473.16,269.73
1586,418,4,711,4,2,281.0,0.15,477.7,87.82
1587,263,32,702,1,5,798.1,0.2,3192.4,1160.9
1588,288,11,449,4,5,164.01,0.05,779.05,416.15
1589,95,26,622,1,3,126.95,0,380.85,213.75
1590,357,11,586,1,2,164.01,0.1,295.22,150.06
1591,369,33,467,5,5,379.26,0.15,1611.86,719.06
1592,363,17,311,3,2,232.94,0,465.88,166.72
1593,24,36,122,5,2,137.22,0,274.44,59.56
1594,76,16,299,3,1,44.4,0.15,37.74,17.46
1595,128,9,277,2,1,289.81,0.15,246.34,18.09
1596,178,35,119,6,1,108.56,0.15,92.28,18.36
1597,485,39,378,6,3,557.18,0,1671.54,611.01
1598,460,36,271,5,2,137.22,0.05,260.72,45.84
1599,418,19,333,1,1,500.98,0.15,425.83,194.46
1600,132,23,225,1,3,423.47,0,1270.41,710.61
1601,370,35,674,6,5,108.56,0,542.8,173.2
1602,321,45,392,6,3,157.72,0.2,378.53,175.1
1603,227,39,565,2,2,557.18,0.2,891.49,184.47
1604,323,21,276,4,2,82.31,0.1,148.16,26.08
1605,372,10,457,4,2,221.54,0.15,376.62,11.18
1606,254,24,152,2,4,54.65,0,218.6,116.2
1607,292,30,190,4,2,554.1,0,1108.2,663.52
1608,159,47,185,2,3,909.03,0,2727.09,1481.79
1609,36,12,404,2,5,895.29,0,4476.45,2065.95
1610,466,5,437,6,2,671.56,0.05,1275.96,636.82
1611,373,26,103,1,5,126.95,0,634.75,356.25
1612,11,39,103,1,4,557.18,0.05,2117.28,703.24
1613,128,1,660,1,1,224.55,0,224.55,68.39
1614,406,18,147,1,5,384.63,0,1923.15,567.55
1615,363,7,556,1,3,513.64,0.2,1232.74,393.7
1616,289,13,143,4,4,522.55,0.2,1672.16,672.12
1617,80,11,315,2,3,164.01,0.05,467.43,249.69
1618,279,4,557,1,3,281.0,0.15,716.55,131.73
1619,152,2,46,1,1,649.16,0.1,584.24,235.99
1620,468,33,426,2,2,379.26,0,758.52,401.4
1621,76,2,233,3,4,649.16,0.05,2466.81,1073.81
1622,197,42,294,6,2,127.83,0.15,217.31,113.03
1623,57,46,116,2,4,273.23,0,1092.92,578.56
1624,316,7,289,3,3,513.64,0,1540.92,701.88
1625,310,8,370,2,1,119.79,0,119.79,45.34
1626,308,12,439,2,5,895.29,0,4476.45,2065.95
1627,352,44,436,3,2,1154.92,0.15,1963.36,970.8
1628,139,40,294,4,3,317.98,0,953.94,541.95
1629,465,43,378,6,3,943.2,0.2,2263.68,1081.92
1630,336,5,3,2,2,671.56,0.2,1074.5,435.36
1631,370,21,152,4,4,82.31,0.05,312.78,68.62
1632,492,5,116,6,5,671.56,0.05,3189.91,1592.06
1633,66,18,149,2,1,384.63,0,384.63,113.51
1634,254,50,395,4,3,375.47,0,1126.41,496.29
1635,407,31,711,6,4,586.53,0.1,2111.51,555.75
1636,215,22,142,5,2,882.41,0.05,1676.58,899.22
1637,273,32,552,5,5,798.1,0.05,3790.97,1759.47
1638,367,15,394,4,1,322.83,0.1,290.55,43.64
1639,45,34,592,2,2,450.53,0.15,765.9,129.46
1640,9,24,3,3,2,54.65,0.2,87.44,36.24
1641,31,36,486,3,2,137.22,0,274.44,59.56
1642,74,24,143,5,3,54.65,0.05,155.75,78.95
1643,115,27,249,1,2,598.18,0.2,957.09,203.25
1644,361,48,142,2,1,623.86,0.15,530.28,190.54
1645,28,25,27,6,4,684.94,0,2739.76,1638.0
1646,245,7,679,5,5,513.64,0,2568.2,1169.8
1647,73,11,31,1,2,164.01,0,328.02,182.86
1648,426,16,79,4,1,44.4,0.1,39.96,19.68
1649,72,10,187,6,4,221.54,0.15,753.24,22.36
1650,211,34,716,6,3,450.53,0.05,1284.01,329.35
1651,57,22,455,2,1,882.41,0,882.41,493.73
1652,385,4,658,2,1,281.0,0.1,252.9,57.96
1653,427,33,165,4,1,379.26,0.05,360.3,181.74
1654,425,44,466,3,5,1154.92,0.15,4908.41,2427.01
1655,117,37,514,4,3,279.66,0.15,713.13,177.18
1656,194,11,279,2,1,164.01,0.1,147.61,75.03
1657,29,48,217,2,4,623.86,0.1,2245.9,886.94
1658,431,26,189,1,5,126.95,0.1,571.27,292.77
1659,335,45,480,6,4,157.72,0,630.88,359.64
1660,412,26,390,3,2,126.95,0,253.9,142.5
1661,56,42,435,1,2,127.83,0,255.66,151.38
1662,434,5,372,3,5,671.56,0.2,2686.24,1088.39
1663,278,2,246,1,3,649.16,0,1947.48,902.73
1664,388,5,217,3,5,671.56,0,3357.8,1759.95
1665,476,13,565,1,2,522.55,0.15,888.33,388.31
1666,290,16,276,1,1,44.4,0.1,39.96,19.68
1667,162,37,496,1,1,279.66,0,279.66,101.01
1668,145,20,9,4,3,735.47,0.2,1765.13,612.74
1669,201,33,200,6,3,379.26,0.2,910.22,374.54
1670,209,23,133,6,1,423.47,0,423.47,236.87
1671,397,33,104,2,5,379.26,0.2,1517.04,624.24
1672,301,2,602,1,4,649.16,0.05,2466.81,1073.81
1673,238,19,166,1,2,500.98,0.15,851.67,388.93
1674,414,41,96,6,2,1026.59,0,2053.18,1067.54
1675,265,42,145,6,2,127.83,0.1,230.09,125.81
1676,175,39,668,4,5,557.18,0.2,2228.72,461.17
1677,320,9,348,4,3,289.81,0,869.43,184.68
1678,107,3,730,5,4,292.44,0,1169.76,321.64
1679,322,39,77,4,2,557.18,0.1,1002.92,295.9
1680,446,7,16,3,2,513.64,0.2,821.82,262.46
1681,233,36,90,3,4,137.22,0,548.88,119.12
1682,144,11,303,5,2,164.01,0,328.02,182.86
1683,92,24,362,6,1,54.65,0,54.65,29.05
1684,132,50,472,4,3,375.47,0.05,1070.09,439.97
1685,250,42,144,1,1,127.83,0.1,115.05,62.91
1686,439,24,294,5,4,54.65,0.05,207.67,105.27
1687,263,44,133,5,4,1154.92,0,4619.68,2634.56
1688,212,21,383,5,1,82.31,0.15,69.96,8.92
1689,330,29,270,1,1,401.57,0.1,361.41,183.86
1690,80,48,251,1,5,623.86,0,3119.3,1420.6
1691,205,19,385,1,2,500.98,0.1,901.76,439.02
1692,48,15,398,3,4,322.83,0.15,1097.62,109.98
1693,239,30,480,1,5,554.1,0.2,2216.4,1104.7
1694,394,6,185,4,1,810.96,0.05,770.41,446.01
1695,163,13,412,3,3,522.55,0,1567.65,817.62
1696,380,39,498,4,2,557.18,0.15,947.21,240.19
1697,280,8,286,2,4,119.79,0,479.16,181.36
1698,291,31,150,1,2,586.53,0,1173.06,395.18
1699,186,39,390,4,1,557.18,0.2,445.74,92.23
1700,445,31,219,1,1,586.53,0,586.53,197.59
1701,130,49,701,6,4,450.59,0,1802.36,639.04
1702,141,12,86,4,2,895.29,0,1790.58,826.38
1703,215,6,306,5,4,810.96,0.2,2595.07,1297.47
1704,426,14,686,1,3,482.99,0,1448.97,816.75
1705,153,6,439,2,3,810.96,0.2,1946.3,973.1
1706,244,13,358,5,4,522.55,0.05,1985.69,985.65
1707,468,45,165,6,4,157.72,0,630.88,359.64
1708,401,37,399,5,1,279.66,0.1,251.69,73.04
1709,75,13,80,3,5,522.55,0.1,2351.47,1101.42
1710,460,43,325,4,1,943.2,0,943.2,549.28
1711,406,10,512,6,3,221.54,0,664.62,116.46
1712,2,27,270,4,5,598.18,0.15,2542.26,657.66
1713,497,9,650,5,4,289.81,0.15,985.35,72.35
1714,97,7,38,4,2,513.64,0.15,873.19,313.83
1715,194,45,560,2,2,157.72,0.1,283.9,148.28
1716,296,23,215,1,2,423.47,0.15,719.9,346.7
1717,460,24,373,3,1,54.65,0,54.65,29.05
1718,234,33,128,4,4,379.26,0.15,1289.48,575.24
1719,278,27,361,4,3,598.18,0.2,1435.63,304.87
